,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
321,N/A,N/A,ms,N/A,N/A,N/A,N/A,N/A,355.99,15.55,1.44,0.75,10.14,28.18,0.46,5.02,18.46,48870000000.0,1.1487e+11,7.45,0.69,3.25,N/A,3.25,34280000000.0,N/A,3190000000.0,1.62,39.90,11.30,438860000000.0,226.66,272050000000.0,1.28,34.97,14520000000.0,1.55,0.25,80.80,11500000.0,0.98,0.83,10770000.0,N/A
322,N/A,N/A,msft,N/A,N/A,N/A,N/A,N/A,50.00,33.77,4.45,5.21,13.52,29.73,9.85,14.64,11.19,4.0571e+11,3.4336e+11,16.33,2.01,3.78,10.59,3.78,60540000000.0,10.59,12270000000.0,1.50,1.80,12.20,99230000000.0,12.42,38720000000.0,2.46,9.70,29320000000.0,1.02,3.78,72.60,50870000.0,1.38,0.66,50160000.0,N/A
323,N/A,N/A,msi,N/A,N/A,N/A,N/A,N/A,N/A,24.13,1.85,N/A,9.12,18.95,6.82,38.11,27.44,10510000000.0,12980000000.0,15.72,1.86,2.23,10.30,2.23,2830000000.0,10.30,563000000.0,2.50,21.80,1.00,2200000000.0,12.46,4390000000.0,2.36,1.74,77000000.0,0.27,0.40,89.90,6300000.0,6.62,2.96,7320000.0,N/A
324,N/A,N/A,mtb,N/A,N/A,N/A,N/A,N/A,N/A,14.00,3.22,1.21,24.68,38.92,1.11,8.60,33.31,13960000000.0,18410000000.0,10.80,1.23,4.18,N/A,4.18,N/A,N/A,993850000.0,7.48,1.80,0.20,6360000000.0,47.72,10590000000.0,N/A,87.69,1570000000.0,0.62,8.05,85.60,5090000.0,5.66,4.31,4600000.0,N/A
325,N/A,N/A,mu,N/A,N/A,N/A,N/A,N/A,55.89,5.47,0.75,0.91,14.04,14.38,5.74,16.32,14.11,10430000000.0,14980000000.0,6.79,22.98,1.00,3.05,1.00,5220000000.0,3.05,2100000000.0,1.84,79.50,26.70,3640000000.0,3.51,7420000000.0,2.11,11.89,4740000000.0,1.95,0.53,91.80,60440000.0,2.69,5.86,57260000.0,N/A
326,N/A,N/A,mur,N/A,N/A,N/A,N/A,N/A,55.40,N/A,0.84,0.47,39.03,78.99,10.86,17.06,19.08,2730000000.0,4860000000.0,N/A,0.22,1.45,2.92,1.45,4200000000.0,2.92,1230000000.0,7.45,N/A,53.50,1290000000.0,7.52,3340000000.0,1.31,35.04,2029999999.9999998,1.80,9.95,84.40,14270000.0,3.83,8.51,15330000.0,N/A
327,N/A,N/A,myl,N/A,N/A,N/A,N/A,N/A,65.56,28.64,2.74,2.52,9.34,19.99,6.18,12.76,20.35,25280000000.0,30490000000.0,10.34,1.07,3.38,11.57,3.38,3530000000.0,11.57,842200000.0,1.80,14.10,29.30,637700000.0,1.30,6430000000.0,1.76,19.96,1480000000.0,1.27,14.24,37.80,60110000.0,10.64,16.41,61290000.0,N/A
328,N/A,N/A,nbl,N/A,N/A,N/A,N/A,N/A,64.98,N/A,3.32,0.87,0.31,8.88,0.77,0.09,8.50,10950000000.0,17910000000.0,N/A,14.94,5.48,6.95,5.48,4139999999.9999995,6.95,10000000.0,0.07,N/A,37.70,1030000000.0,2.45,8090000000.0,1.21,29.64,2290000000.0,1.29,1.59,88.90,43.00,3.65,5.49,16100000.000000002,N/A
329,N/A,N/A,nbr,N/A,N/A,N/A,N/A,N/A,83.05,N/A,0.40,0.37,22.41,6.46,1.76,20.32,17.22,1830000000.0,5410000000.0,N/A,0.35,1.10,4.00,1.10,2300000000.0,4.00,1040000000.0,3.79,N/A,53.30,276560000.0,0.84,3750000000.0,1.64,15.88,1140000000.0,1.33,3.83,76.40,17840000.0,2.40,5.56,16649999.999999998,N/A
330,N/A,N/A,ndaq,N/A,N/A,N/A,N/A,N/A,43.91,26.43,2.73,1.70,10.58,26.49,4.68,6.26,20.56,9250000000.0,11560000000.0,15.22,1.86,3.34,11.00,3.34,1950000000.0,11.00,366000000.0,2.13,12.20,6.50,310000000.0,1.89,2440000000.0,1.11,33.80,752000000.0,0.87,18.44,78.40,3320000.0,2.95,2.79,3370000.0,N/A
331,N/A,N/A,ne,N/A,N/A,N/A,N/A,N/A,59.12,36.30,0.55,0.26,1.67,36.52,5.43,1.79,13.16,1760000000.0,6110000000.0,6.85,0.05,1.90,3.87,1.90,1670000000.0,3.87,63890000.0,0.20,156.20,7.90,164430000.0,0.68,4490000000.0,1.03,28.39,1640000000.0,1.78,0.73,101.80,58270000.0,8.39,10.60,58410000.0,N/A
332,N/A,N/A,nee,N/A,N/A,N/A,N/A,N/A,132.59,15.13,2.75,2.22,17.31,29.42,4.37,14.94,40.69,48500000000.0,78730000000.0,17.10,2.79,4.35,9.31,4.35,8270000000.0,9.31,3130000000.0,6.96,33.20,6.40,1180000000.0,2.56,30260000000.0,0.64,48.46,6040000000.0,0.54,0.24,73.50,6710000.0,2.81,1.52,6060000.0,N/A
333,N/A,N/A,nem,N/A,N/A,N/A,N/A,N/A,43.59,17.20,1.09,0.75,6.17,30.61,5.99,5.15,15.61,8760000000.0,11990000000.0,25.09,8.64,1.51,3.43,1.51,2840000000.0,3.43,479000000.0,0.96,2.80,16.40,2990000000.0,5.65,6350000000.0,3.07,21.82,2430000000.0,0.45,0.13,80.30,8950000.0,1.28,1.79,7900000.0,N/A
334,N/A,N/A,nflx,N/A,N/A,N/A,N/A,N/A,111.74,286.54,7.16,21.28,2.53,4.83,2.33,8.37,15.17,46050000000.0,45920000000.0,95.35,15.77,7.13,123.42,7.13,1750000000.0,123.42,162830000.0,0.38,50.40,23.30,2610000000.0,6.11,2420000000.0,1.67,5.07,543160000.0,1.44,1.82,87.50,48050000.0,3.31,13.47,50740000.0,N/A
335,N/A,N/A,nfx,N/A,N/A,N/A,N/A,N/A,122.99,N/A,2.33,1.94,138.40,44.14,6.40,83.95,11.12,3830000000.0,6430000000.0,112.90,12.38,3.81,3.85,3.81,1790000000.0,3.85,2330000000.0,15.39,N/A,38.20,7000000.0,0.04,2500000000.0,0.92,12.57,1210000000.0,1.27,0.69,99.00,9100000.0,2.64,5.62,8420000.0,N/A
336,N/A,N/A,ni,N/A,N/A,N/A,N/A,N/A,175.86,16.41,1.04,1.68,6.21,19.56,3.69,9.96,19.39,6200000000.0,13040000000.0,18.36,1.34,2.12,7.25,2.12,4250000000.0,7.25,472600000.0,1.19,N/A,2.50,31700000.0,0.10,6680000000.0,0.79,11.93,1630000000.0,0.51,0.59,80.80,7920000.0,3.12,2.51,8119999.999999999,N/A
337,N/A,N/A,nile,N/A,N/A,N/A,N/A,N/A,4.29,38.27,0.78,32.89,2.12,3.13,9.92,102.20,41.54,387970000.0,348060000.0,32.04,2.16,0.71,20.62,0.71,86640000.0,20.62,10330000.0,0.88,19.80,4.00,33610000.0,2.91,497.00,0.99,1.00,14730000.0,0.04,0.90,106.60,824.26,6.94,11.67,1040000.0,N/A
338,N/A,N/A,nke,N/A,N/A,N/A,N/A,N/A,16.23,28.67,3.17,7.43,11.55,14.05,13.19,28.84,18.29,1.0055e+11,95390000000.0,23.81,2.12,3.04,18.86,3.04,14070000000.0,18.86,3620000000.0,2.06,19.80,4.10,6120000000.0,3.59,2180000000.0,3.04,7.85,4170000000.0,0.63,0.20,83.90,43.00,1.12,1.11,43.00,N/A
339,N/A,N/A,nly,N/A,N/A,N/A,N/A,N/A,503.22,N/A,N/A,0.73,N/A,158.15,1.06,6.79,0.40,8250000000.0,70070000000.0,7.91,2.81,186.07,N/A,186.07,N/A,N/A,933530000.0,0.99,N/A,N/A,265320000.0,0.28,61820000000.0,0.06,11.99,1840000000.0,0.27,0.27,58.60,16370000.000000002,2.32,1.73,17960000.0,N/A
340,N/A,N/A,noc,N/A,N/A,N/A,N/A,N/A,114.57,17.63,1.42,5.99,8.51,13.15,8.03,26.13,123.43,33300000000.0,39300000000.0,17.45,2.54,1.64,10.86,1.64,5600000000.0,10.86,2040000000.0,10.36,9.10,0.10,1290000000.0,7.08,6530000000.0,1.16,31.16,2020000000.0,0.82,0.59,86.00,2170000.0,1.86,1.11,2180000.0,N/A
341,N/A,N/A,nok,N/A,N/A,N/A,N/A,N/A,30.39,21.10,1.79,2.64,8.37,11.07,4.47,6.05,4.01,25700000000.0,21440000000.0,19.69,2.57,1.47,10.82,1.47,N/A,10.82,577460000.0,0.34,79.70,1.70,7640000000.0,2.11,3020000000.0,2.35,2.73,294730000.0,1.51,N/A,N/A,43290000.0,4.60,N/A,39830000.0,N/A
342,N/A,N/A,nov,N/A,N/A,N/A,N/A,N/A,21.88,8.84,0.63,0.61,7.60,13.04,4.53,6.79,44.25,11170000000.0,13230000000.0,23.04,0.40,0.75,4.30,0.75,5810000000.0,4.30,1350000000.0,3.36,77.80,40.80,1850000000.0,4.91,3980000000.0,2.49,48.24,1450000000.0,1.62,0.14,93.40,37290000.0,6.35,9.47,39970000.0,N/A
343,N/A,N/A,nrg,N/A,N/A,N/A,N/A,N/A,166.20,N/A,0.20,0.35,0.32,9.13,2.26,0.16,47.34,3010000000.0,22000000000.0,17.11,4.00,1.39,6.93,1.39,4090000000.0,6.93,13000000.0,0.04,60.70,3.00,2260000000.0,7.21,20220000000.0,1.86,28.86,1790000000.0,0.94,0.63,104.00,24380000.0,2.32,8.10,24400000.0,N/A
344,N/A,N/A,nsc,N/A,N/A,N/A,N/A,N/A,80.60,12.85,1.97,1.77,15.71,29.24,5.95,13.89,35.66,21250000000.0,30800000000.0,12.83,9.93,2.84,7.40,2.84,7420000000.0,7.40,1700000000.0,5.54,19.10,10.30,433000000.0,1.45,9780000000.0,0.85,40.62,2680000000.0,1.11,0.30,69.80,4170000.0,1.90,1.28,5370000.0,N/A
345,N/A,N/A,ntap,N/A,N/A,N/A,N/A,N/A,49.85,16.56,1.07,2.10,6.74,8.88,3.66,12.28,19.28,6240000000.0,2950000000.0,8.24,0.80,0.50,4.44,0.50,3830000000.0,4.44,395900000.0,1.29,28.70,6.40,4810000000.0,16.47,1490000000.0,2.48,10.23,945100000.0,0.89,0.08,97.20,14980000.0,3.61,6.44,13570000.0,N/A
346,N/A,N/A,ntri,N/A,N/A,N/A,N/A,N/A,N/A,19.80,1.20,7.80,6.12,9.37,23.86,44.41,15.81,543010000.0,496540000.0,16.62,0.99,1.10,9.70,1.10,204030000.0,9.70,27280000.0,0.94,44.00,15.80,47260000.0,1.64,0.00,1.86,2.41,36200000.0,0.69,1.78,94.50,2950000.0,8.35,10.39,3270000.0,N/A
347,N/A,N/A,ntrs,N/A,N/A,N/A,N/A,N/A,N/A,15.45,3.15,1.76,20.83,31.00,0.85,11.29,20.14,14200000000.0,1810000000.0,14.42,1.43,0.38,N/A,0.38,N/A,N/A,936100000.0,3.98,14.70,8.00,21740000000.0,94.04,8770000000.0,N/A,36.31,146300000.0,0.74,0.47,84.30,2710000.0,1.99,1.27,2390000.0,N/A
348,N/A,N/A,nue,N/A,N/A,N/A,N/A,N/A,55.13,17.90,0.63,1.46,3.50,6.82,4.98,9.42,56.13,11180000000.0,13710000000.0,16.05,2.16,0.76,7.09,0.76,1910000000.0,7.09,627950000.0,1.95,7.50,25.90,2000000000.0,6.24,4440000000.0,3.50,24.12,2170000000.0,1.37,4.02,74.60,7670000.0,3.09,2.41,7010000.0,N/A
349,N/A,N/A,nus,N/A,N/A,N/A,N/A,N/A,29.40,12.96,0.77,2.05,6.29,12.01,10.97,15.97,39.00,1780000000.0,1690000000.0,9.53,3.85,0.74,4.94,0.74,2089999999.9999998,4.94,143710000.0,2.40,76.20,10.60,316690000.0,5.53,252960000.0,1.89,14.97,336760000.0,1.49,2.26,78.90,10940000.0,13.04,18.97,10840000.0,N/A
350,N/A,N/A,nvda,N/A,N/A,N/A,N/A,N/A,31.80,25.68,3.03,3.29,12.34,18.07,7.81,13.83,8.93,14780000000.0,11400000000.0,20.21,5.85,2.34,10.52,2.34,2600000000.0,10.52,599590000.0,1.07,42.20,6.50,4730000000.0,8.79,1420000000.0,6.82,8.30,1110000000.0,0.81,5.25,87.50,46220000.0,7.14,10.60,43080000.0,N/A
351,N/A,N/A,nwl,N/A,N/A,N/A,N/A,N/A,153.26,25.28,1.64,5.42,6.61,14.00,7.83,20.34,21.75,9640000000.0,12140000000.0,15.03,1.74,2.07,12.25,2.07,2200000000.0,12.25,388400000.0,1.43,9.70,3.10,266200000.0,1.00,2740000000.0,1.21,6.68,578900000.0,0.96,0.56,92.60,26450000.0,4.80,11.04,8090000.0,N/A
352,N/A,N/A,nwsa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.84,0.62,0.43,4.87,1.68,0.36,14.69,9150000000.0,5280000000.0,19.29,1.88,0.62,6.97,0.62,N/A,6.97,106000000.0,0.07,169.20,4.50,1900000000.0,3.27,0.00,1.80,19.98,774000000.0,1.85,10.65,87.80,5200000.0,2.10,1.37,4820000.0,N/A
353,N/A,N/A,oi,N/A,N/A,N/A,N/A,N/A,667.31,N/A,0.33,2.64,1.17,8.46,3.66,3.11,37.84,2000000000.0,7610000000.0,5.31,1.26,1.24,8.71,1.24,1250000000.0,8.71,68000000.0,0.45,71.70,10.30,270000000.0,1.68,5860000000.0,1.29,4.78,591000000.0,1.58,0.78,98.90,5460000.0,2.96,3.41,5550000.0,N/A
354,N/A,N/A,oke,N/A,N/A,N/A,N/A,N/A,216.37,13.41,0.50,10.49,3.62,12.18,4.43,15.71,41.32,4190000000.0,13050000000.0,11.65,2.61,1.50,9.33,1.50,2109999999.9999998,9.33,317350000.0,1.49,27.50,39.10,38370000.0,0.18,8740000000.0,0.49,1.98,1110000000.0,1.39,0.96,75.30,14380000.0,3.05,6.97,8650000.0,N/A
355,N/A,N/A,omc,N/A,N/A,N/A,N/A,N/A,150.26,15.58,1.10,6.73,7.19,12.74,5.98,35.74,61.76,16460000000.0,19890000000.0,14.42,2.75,1.31,8.92,1.31,15320000000.0,8.92,1080000000.0,4.36,1.80,1.10,1430000000.0,5.90,4630000000.0,0.83,10.23,1880000000.0,1.37,0.69,99.20,16950000.0,8.95,6.93,16960000.0,N/A
356,N/A,N/A,orcl,N/A,N/A,N/A,N/A,N/A,90.52,16.36,3.87,3.17,24.55,35.95,8.22,19.51,8.66,1.4259e+11,1.3476e+11,11.99,1.67,3.60,8.86,3.60,30690000000.0,8.86,9200000000.0,2.07,12.20,6.30,52340000000.0,12.46,41940000000.0,4.26,10.91,12900000000.0,1.16,26.17,61.50,30820000.0,1.81,0.98,34490000.0,N/A
357,N/A,N/A,orly,N/A,N/A,N/A,N/A,N/A,69.78,27.10,2.99,11.62,11.49,18.93,13.90,44.96,77.24,23340000000.0,24370000000.0,22.82,1.50,3.13,14.45,3.13,3710000000.0,14.45,894320000.0,8.73,22.70,10.80,276920000.0,2.81,1400000000.0,1.02,20.28,1270000000.0,0.84,2.73,91.90,5110000.0,5.68,5.16,5330000.0,N/A
358,N/A,N/A,oxy,N/A,N/A,N/A,N/A,N/A,27.88,N/A,3.36,1.57,43.37,58.19,8.36,16.41,18.20,45530000000.0,52720000000.0,186.31,10.84,3.77,8.86,3.77,12510000000.0,8.86,6060000000.0,7.88,N/A,36.50,2550000000.0,3.34,8330000000.0,1.42,39.13,5250000000.0,0.91,0.36,81.60,13170000.0,2.38,1.72,12150000.0,N/A
359,N/A,N/A,p,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.84,3.86,12.59,5.11,4.60,25.91,5.20,2020000000.0,1650000000.0,118.25,2.15,1.51,43.80,1.51,412800000.0,43.80,137970000.0,0.66,N/A,30.00,363600000.0,1.70,0.00,2.30,2.45,54000000.0,0.69,4.49,98.20,39350000.0,3.84,20.01,32180000.0,N/A
360,N/A,N/A,payx,N/A,N/A,N/A,N/A,N/A,N/A,23.22,6.03,9.23,25.65,38.92,11.25,39.48,7.86,16840000000.0,16670000000.0,21.01,2.43,5.87,13.72,5.87,2740000000.0,13.72,728900000.0,2.01,9.40,6.80,476400000.0,1.32,0.00,1.15,5.15,910400000.0,0.92,10.77,69.00,19170000.0,8.29,5.95,21480000.0,N/A
361,N/A,N/A,pbct,N/A,N/A,N/A,N/A,N/A,N/A,17.11,3.54,0.92,20.59,36.62,0.70,5.41,4.12,4370000000.0,7810000000.0,15.20,2.52,6.33,N/A,6.33,N/A,N/A,252800000.0,0.84,11.00,5.20,753400000.0,2.49,4190000000.0000005,N/A,15.65,311700000.0,0.60,0.87,82.90,29930000.0,7.26,11.20,30020000.0,N/A
362,N/A,N/A,pbi,N/A,N/A,N/A,N/A,N/A,682.52,9.57,1.00,25.70,10.60,18.16,6.55,78.88,18.04,3580000000.0,5880000000.0,8.95,10.22,1.62,6.99,1.62,2140000000.0000002,6.99,381160000.0,1.90,32.50,7.70,750290000.0,3.81,2990000000.0,0.99,0.72,608810000.0,1.22,0.28,90.10,14210000.0,8.54,8.87,15330000.0,N/A
363,N/A,N/A,pcar,N/A,N/A,N/A,N/A,N/A,119.03,9.77,0.80,2.17,8.31,12.11,7.07,22.76,56.00,16020000000.0,21210000000.0,11.17,3.58,1.07,7.42,1.07,3050000000.0,7.42,1650000000.0,4.64,16.10,1.60,3450000000.0,9.76,8740000000.0,5.27,20.77,2370000000.0,1.35,2.41,64.10,43.00,6.06,4.78,43.00,N/A
364,N/A,N/A,pcg,N/A,N/A,N/A,N/A,N/A,97.66,28.32,1.53,1.57,5.13,9.01,1.60,5.30,35.42,25160000000.0,42260000000.0,13.68,2.99,2.49,10.23,2.49,4880000000.0,10.23,871000000.0,1.81,62.10,7.90,154000000.0,0.31,16430000000.0,1.00,33.80,3660000000.0,0.24,0.10,79.90,4720000.0,1.96,2.21,5390000.0,N/A
365,N/A,N/A,pcl,N/A,N/A,N/A,N/A,N/A,215.14,29.94,4.38,4.71,14.25,23.69,4.67,14.39,9.24,6860000000.0,10260000000.0,N/A,N/A,6.33,19.72,6.33,422000000.0,19.72,231000000.0,1.32,63.90,12.60,81000000.0,0.47,3240000000.0,0.39,8.68,557000000.0,0.65,0.37,74.10,1910000.0,1.79,1.09,1920000.0,N/A
366,N/A,N/A,pcln,N/A,N/A,N/A,N/A,N/A,63.84,22.59,6.01,6.44,27.57,34.91,12.44,28.96,175.76,53830000000.0,56880000000.0,15.80,1.26,6.28,16.55,6.28,7580000000.0,16.55,2500000000.0,47.87,12.70,9.40,3050000000.0,61.32,5440000000.0,2.72,169.93,2980000000.0,1.51,0.36,97.20,1390000.0,3.09,2.70,1260000.0,N/A
367,N/A,N/A,pcp,N/A,N/A,N/A,N/A,N/A,43.44,24.53,3.30,2.78,13.68,24.25,7.37,11.57,69.29,31820000000.0,36260000000.0,16.82,1.29,3.75,13.53,3.75,3250000000.0,13.53,1340000000.0,9.43,26.60,9.30,632000000.0,4.59,5000000000.0,3.06,83.41,1670000000.0,0.44,0.22,92.10,2140000.0,2.40,1.78,2100000.0,N/A
368,N/A,N/A,pdco,N/A,N/A,N/A,N/A,N/A,83.02,21.35,0.79,2.88,3.69,7.93,7.84,14.57,50.43,3830000000.0,4960000000.0,14.39,1.64,1.00,10.69,1.00,1240000000.0,10.69,205950000.0,1.85,34.10,42.00,95450000.0,0.97,1130000000.0,2.09,13.84,111340000.0,0.93,16.04,76.30,6620000.0,8.80,7.61,6750000.0,N/A
369,N/A,N/A,peg,N/A,N/A,N/A,N/A,N/A,71.58,10.71,1.85,1.56,16.92,28.25,5.46,14.76,21.59,19720000000.0,29210000000.0,13.30,9.44,2.68,6.40,2.68,3850000000.0,6.40,1850000000.0,3.64,1.10,1.80,282000000.0,0.56,9260000000.0,0.89,25.59,3850000000.0,0.40,0.14,68.50,12780000.0,4.36,2.53,10800000.0,N/A
370,N/A,N/A,pep,N/A,N/A,N/A,N/A,N/A,237.06,27.82,2.17,10.29,7.83,15.26,8.17,27.71,43.56,1.3661e+11,1.6103e+11,19.45,3.56,2.50,13.31,2.50,35800000000.0,13.31,5040000000.0,3.37,73.50,5.20,10680000000.0,7.33,32189999999.999996,1.20,9.31,10590000000.0,0.77,0.22,71.40,8960000.0,2.09,0.61,7330000.0,N/A
371,N/A,N/A,pets,N/A,N/A,N/A,N/A,N/A,N/A,17.41,1.52,4.37,8.79,13.91,23.59,26.48,11.34,349720000.0,288520000.0,17.19,3.44,1.27,8.91,1.27,76270000.0,8.91,20010000.0,1.00,64.80,1.50,57780000.0,2.87,0.00,9.40,3.93,22490000.0,1.10,4.26,84.00,5530000.0,32.36,28.47,5850000.0,N/A
372,N/A,N/A,pfe,N/A,N/A,N/A,N/A,N/A,58.18,23.02,3.95,2.84,17.45,30.29,5.30,11.55,7.72,1.8928e+11,2.0793e+11,12.99,3.21,4.34,10.68,4.34,40030000000.0,10.68,8370000000.0,1.33,20.10,2.20,20660000000.0,3.35,39050000000.0,1.62,10.82,15200000000.0,1.07,0.04,72.00,123450000.0,3.63,2.01,85660000.0,N/A
373,N/A,N/A,pfg,N/A,N/A,N/A,N/A,N/A,40.80,8.90,0.91,1.14,10.44,13.39,0.47,12.63,40.93,10680000000.0,10260000000.0,8.31,3.37,0.85,5.67,0.85,5250000000.0,5.67,1230000000.0,4.10,20.70,30.50,4710000000.0,16.08,3980000000.0,5.93,32.78,4230000000.0000005,1.74,0.36,68.80,4990000.0,3.01,1.70,4950000.0,N/A
374,N/A,N/A,pg,N/A,N/A,N/A,N/A,N/A,48.43,28.54,2.80,3.38,10.33,20.45,7.08,13.86,27.28,2.063e+11,2.28e+11,17.97,2.44,3.08,12.52,3.08,37400000000.0,12.52,8620000000.0,2.66,30.70,12.00,12610000000.0,4.63,30490000000.0,1.13,22.50,14510000000.0,0.89,0.07,30.50,26510000.0,2.82,0.98,25020000.0,N/A
375,N/A,N/A,pgr,N/A,N/A,N/A,N/A,N/A,34.42,13.42,0.85,2.33,6.34,10.08,4.65,17.80,35.14,17340000000.0,17810000000.0,14.99,2.20,0.86,8.06,0.86,2089999999.9999998,8.06,1310000000.0,2.21,6.00,10.50,2330000000.0,3.98,2720000000.0,0.89,12.76,2230000000.0,0.88,2.49,82.60,16710000.0,5.15,2.86,16360000.0,N/A
376,N/A,N/A,ph,N/A,N/A,N/A,N/A,N/A,69.13,13.25,0.97,2.46,7.53,11.80,7.34,16.22,87.97,11760000000.0,13510000000.0,12.80,1.46,1.10,7.65,1.10,3060000000.0,7.65,927030000.0,6.53,30.40,12.30,1790000000.0,13.16,3360000000.0,2.09,35.68,1050000000.0,1.50,1.04,92.90,7090000.0,5.86,5.19,8039999.999999999,N/A
377,N/A,N/A,phm,N/A,N/A,N/A,N/A,N/A,49.54,11.72,0.95,1.20,8.41,12.35,5.09,10.41,16.05,5440000000.0,6990000000.0,10.05,1.45,1.22,9.27,1.22,1380000000.0,9.27,479930000.0,1.33,23.30,5.50,745280000.0,2.13,2260000000.0,2.71,13.09,139400000.0,1.10,9.47,87.50,13830000.0,2.93,3.80,14370000.0,N/A
378,N/A,N/A,pki,N/A,N/A,N/A,N/A,N/A,50.06,31.17,2.36,2.60,7.73,10.68,3.81,8.53,20.08,5390000000.0,6180000000.0,16.96,2.14,2.73,17.40,2.73,1000000000.0,17.40,175520000.0,1.55,29.80,3.90,195070000.0,1.74,1030000000.0,1.94,18.36,258420000.00000003,0.60,0.92,96.30,2760000.0,4.17,2.83,2630000.0,N/A
379,N/A,N/A,pld,N/A,N/A,N/A,N/A,N/A,65.63,16.92,9.45,1.41,53.54,24.73,1.21,7.59,4.20,19610000000.0,32440000000.0,N/A,N/A,14.98,24.16,14.98,1330000000.0,24.16,1150000000.0,2.21,89.00,38.40,310430000.0,0.59,11930000000.0,1.21,27.76,903560000.0,0.72,0.92,97.60,8090000.0,2.69,1.79,7960000.0,N/A
380,N/A,N/A,pm,N/A,N/A,N/A,N/A,N/A,N/A,18.47,4.91,N/A,26.22,40.89,20.93,N/A,17.81,1.3302e+11,1.6203e+11,18.83,5.76,5.87,13.42,5.87,19330000000.0,13.42,7210000000.0,4.65,9.90,11.80,2390000000.0,1.55,28910000000.0,1.00,8.77,7350000000.0,1.10,0.23,5.20,10320000.0,2.40,0.67,10960000.0,N/A
381,N/A,N/A,pnc,N/A,N/A,N/A,N/A,N/A,N/A,11.39,2.87,0.96,27.43,36.79,1.18,9.13,28.77,42740000000.0,66990000000.0,10.35,2.07,4.47,N/A,4.47,N/A,N/A,3880000000.0,7.39,2.70,3.00,30550000000.0,60.61,54530000000.0,N/A,88.71,N/A,0.77,0.28,84.00,7150000.0,3.27,1.37,8180000.0,N/A
382,N/A,N/A,pnr,N/A,N/A,N/A,N/A,N/A,109.93,15.81,1.22,1.75,7.67,12.78,4.39,10.88,35.91,6890000000.0,12790000000.0,10.54,1.49,1.97,11.86,1.97,2460000000.0,11.86,517100000.0,2.72,N/A,11.70,144900000.0,0.80,4990000000.0,1.98,25.16,720900000.0,1.37,7.60,88.90,13570000.0,8.60,7.58,11770000.0,N/A
383,N/A,N/A,pnw,N/A,N/A,N/A,N/A,N/A,77.76,17.65,2.06,1.55,11.51,23.08,3.49,8.90,31.44,7050000000.0,10900000000.0,15.90,3.45,3.13,8.03,3.13,1400000000.0,8.03,401550000.0,3.60,5.40,2.30,13010000.0,0.12,3730000000.0,0.70,41.98,1030000000.0,0.44,0.47,80.70,1520000.0,1.57,1.38,1870000.0,N/A
384,N/A,N/A,pom,N/A,N/A,N/A,N/A,N/A,142.82,28.55,1.33,1.53,4.65,12.46,2.44,5.15,19.77,6650000000.0,12840000000.0,22.62,5.40,2.57,10.23,2.57,1670000000.0,10.23,232000000.0,0.92,15.20,3.70,271000000.0,1.07,6470000000.0,0.66,17.15,706000000.0,0.69,0.30,64.70,6650000.0,4.22,2.63,6690000.0,N/A
385,N/A,N/A,ppg,N/A,N/A,N/A,N/A,N/A,87.61,21.98,1.61,4.83,7.66,13.10,7.25,21.03,56.26,25420000000.0,27800000000.0,14.64,1.36,1.81,11.11,1.81,6570000000.0,11.11,1180000000.0,4.26,16.70,1.60,1420000000.0,5.27,4550000000.0,1.53,18.98,1480000000.0,1.66,0.38,73.90,1970000.0,1.58,0.72,2100000.0,N/A
386,N/A,N/A,ppl,N/A,N/A,N/A,N/A,N/A,194.93,22.62,1.97,2.21,8.52,29.39,4.83,14.48,17.19,22030000000.0,41570000000.0,14.14,4.07,3.62,8.65,3.62,7670000000.0,8.65,1740000000.0,1.45,20.90,0.10,982000000.0,1.46,19930000000.0,0.67,15.22,2810000000.0,0.49,0.03,48.00,11300000.0,2.55,1.70,11790000.0,N/A
387,N/A,N/A,prgo,N/A,N/A,N/A,N/A,N/A,50.08,143.97,4.29,2.00,2.89,17.01,3.17,1.48,35.09,21350000000.0,26300000000.0,14.96,1.33,5.26,18.17,5.26,1710000000.0,18.17,144300000.0,1.01,16.90,41.30,523000000.0,3.57,5380000000.0,1.73,73.31,1140000000.0,0.66,0.47,46.40,4550000.0,3.80,3.25,3890000.0,N/A
388,N/A,N/A,pru,N/A,N/A,N/A,N/A,N/A,106.24,9.05,0.49,0.73,5.47,15.29,0.79,8.27,138.87,30240000000.0,13920000000.0,6.65,0.89,0.22,1.40,0.22,20540000000.0,1.40,3410000000.0,7.44,186.10,8.80,62630000000.0,139.48,45440000000.0,1.68,95.06,19800000000.0,1.37,0.18,65.80,4790000.0,2.05,1.06,4030000.0000000005,N/A
